,ID,documentName,link
0,CAS09,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/CAS09/RP/2022-06-30
0,CAS09,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/CAS09/KA/2022-09-30
0,CAS09,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/CAS09/TOU/2022-07-12
0,CAS16,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/CAS16/SP/2022-09-30
0,CAS16,KIID,https://dokumenty.analizy.pl/pobierz/fi/CAS16/KL/2022-07-04
0,CAS16,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/CAS16/PE/2022-08-01
0,CAS16,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/CAS16/RP/2022-06-30
0,CAS16,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/CAS16/KA/2022-09-30
0,CAS16,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/CAS16/TOU/2022-07-12
0,CAS19,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/CAS19/SP/2022-09-30
0,CAS19,KIID,https://dokumenty.analizy.pl/pobierz/fi/CAS19/KL/2022-07-12
0,CAS19,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/CAS19/PE/2022-08-01
0,CAS19,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/CAS19/KA/2022-09-30
0,CAS19,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/CAS19/TOU/2022-07-12
0,CAS15,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/CAS15/SP/2022-09-30
0,CAS15,KIID,https://dokumenty.analizy.pl/pobierz/fi/CAS15/KL/2022-07-04
0,CAS15,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/CAS15/PE/2022-08-01
0,CAS15,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/CAS15/RP/2022-06-30
0,CAS15,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/CAS15/KA/2022-09-30
0,CAS15,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/CAS15/TOU/2022-07-12
0,LUK04,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/LUK04/SP/2022-09-30
0,LUK04,KIID,https://dokumenty.analizy.pl/pobierz/fi/LUK04/KL/2022-08-01
0,LUK04,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/LUK04/PE/2022-08-01
0,LUK04,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/LUK04/RP/2022-06-30
0,LUK04,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/LUK04/KA/2022-09-30
0,LUK04,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/LUK04/TOU/2022-05-24
0,LUK02,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/LUK02/SP/2022-09-30
0,LUK02,KIID,https://dokumenty.analizy.pl/pobierz/fi/LUK02/KL/2022-08-01
0,LUK02,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/LUK02/PE/2022-08-01
0,LUK02,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/LUK02/RP/2022-06-30
0,LUK02,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/LUK02/KA/2022-09-30
0,LUK02,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/LUK02/TOU/2022-05-24
0,LUK03,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/LUK03/SP/2022-09-30
0,LUK03,KIID,https://dokumenty.analizy.pl/pobierz/fi/LUK03/KL/2022-08-01
0,LUK03,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/LUK03/PE/2022-08-01
0,LUK03,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/LUK03/RP/2022-06-30
0,LUK03,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/LUK03/KA/2022-09-30
0,LUK03,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/LUK03/TOU/2022-05-24
0,ARK13,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/ARK13/SP/2022-09-30
0,ARK13,KIID,https://dokumenty.analizy.pl/pobierz/fi/ARK13/KL/2022-08-01
0,ARK13,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/ARK13/PE/2022-08-01
0,ARK13,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/ARK13/RP/2022-06-30
0,ARK13,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/ARK13/KA/2022-09-30
0,ARK13,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/ARK13/TOU/2022-05-24
0,PGE01,KIID,https://dokumenty.analizy.pl/pobierz/fi/PGE01/KL/2022-05-31
0,PGE01,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/PGE01/PE/2022-09-06
0,PGE01,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/PGE01/RP/2022-06-30
0,PGE01,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/PGE01/TOU/2022-01-01
0,PGE03,KIID,https://dokumenty.analizy.pl/pobierz/fi/PGE03/KL/2022-05-31
0,PGE03,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/PGE03/PE/2022-09-06
0,PGE03,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/PGE03/RP/2022-06-30
0,PGE03,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/PGE03/TOU/2022-01-01
0,PGE02,KIID,https://dokumenty.analizy.pl/pobierz/fi/PGE02/KL/2022-05-31
0,PGE02,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/PGE02/PE/2022-09-06
0,PGE02,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/PGE02/RP/2022-06-30
0,PGE02,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/PGE02/TOU/2022-01-01
0,PLJ46,KID,https://dokumenty.analizy.pl/pobierz-kid/fi/PLJ46/PRF3/2022-03-07
0,PLJ46,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/PLJ46/RP/2022-06-30
0,PLJ46,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/PLJ46/KA/2022-09-30
0,PLJ18,KID,https://dokumenty.analizy.pl/pobierz-kid/fi/PLJ18/PRF3/2022-03-07
0,PLJ18,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/PLJ18/RP/2022-06-30
0,PLJ18,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/PLJ18/KA/2022-09-30
0,PLJ34,KID,https://dokumenty.analizy.pl/pobierz-kid/fi/PLJ34/PRF3/2022-03-07
0,PLJ34,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/PLJ34/RP/2022-06-30
0,PLJ34,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/PLJ34/KA/2022-09-30
0,PLJ51,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/PLJ51/SP/2022-06-30
0,PLJ51,KIID,https://dokumenty.analizy.pl/pobierz/fi/PLJ51/KL/2022-08-05
0,PLJ51,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/PLJ51/PE/2022-05-17
0,PLJ51,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/PLJ51/RP/2022-06-30
0,PLJ51,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/PLJ51/KA/2022-09-30
0,PLJ51,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/PLJ51/TOU/2018-10-19
0,KAH24,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/KAH24/SP/2022-06-30
0,KAH24,KIID,https://dokumenty.analizy.pl/pobierz/fi/KAH24/KL/2022-02-21
0,KAH24,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/KAH24/PE/2022-08-01
0,KAH24,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/KAH24/RP/2022-06-30
0,KAH24,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/KAH24/KA/2022-09-30
0,KAH24,Oferta,https://dokumenty.analizy.pl/pobierz/fi/KAH24/OF/2022-01-01
0,KAH25,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/KAH25/SP/2022-06-30
0,KAH25,KIID,https://dokumenty.analizy.pl/pobierz/fi/KAH25/KL/2022-02-21
0,KAH25,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/KAH25/PE/2022-08-01
0,KAH25,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/KAH25/RP/2022-06-30
0,KAH25,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/KAH25/KA/2022-09-30
0,KAH25,Oferta,https://dokumenty.analizy.pl/pobierz/fi/KAH25/OF/2022-01-01
0,KAH26,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/KAH26/SP/2022-06-30
0,KAH26,KIID,https://dokumenty.analizy.pl/pobierz/fi/KAH26/KL/2022-02-21
0,KAH26,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/KAH26/PE/2022-08-01
0,KAH26,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/KAH26/RP/2022-06-30
0,KAH26,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/KAH26/KA/2022-09-30
0,KAH26,Oferta,https://dokumenty.analizy.pl/pobierz/fi/KAH26/OF/2022-01-01
0,KAH27,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/KAH27/SP/2022-06-30
0,KAH27,KIID,https://dokumenty.analizy.pl/pobierz/fi/KAH27/KL/2022-02-21
0,KAH27,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/KAH27/PE/2022-08-01
0,KAH27,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/KAH27/RP/2022-06-30
0,KAH27,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/KAH27/KA/2022-09-30
0,KAH27,Oferta,https://dokumenty.analizy.pl/pobierz/fi/KAH27/OF/2022-01-01
0,KAH28,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/KAH28/SP/2022-06-30
0,KAH28,KIID,https://dokumenty.analizy.pl/pobierz/fi/KAH28/KL/2022-02-21
0,KAH28,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/KAH28/PE/2022-08-01
0,KAH28,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/KAH28/RP/2022-06-30
0,KAH28,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/KAH28/KA/2022-09-30
0,KAH28,Oferta,https://dokumenty.analizy.pl/pobierz/fi/KAH28/OF/2022-01-01
0,KAH29,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/KAH29/SP/2022-06-30
0,KAH29,KIID,https://dokumenty.analizy.pl/pobierz/fi/KAH29/KL/2022-02-21
0,KAH29,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/KAH29/PE/2022-08-01
0,KAH29,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/KAH29/RP/2022-06-30
0,KAH29,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/KAH29/KA/2022-09-30
0,KAH29,Oferta,https://dokumenty.analizy.pl/pobierz/fi/KAH29/OF/2022-01-01
0,KAH30,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/KAH30/SP/2022-06-30
0,KAH30,KIID,https://dokumenty.analizy.pl/pobierz/fi/KAH30/KL/2022-02-21
0,KAH30,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/KAH30/PE/2022-08-01
0,KAH30,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/KAH30/RP/2022-06-30
0,KAH30,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/KAH30/KA/2022-09-30
0,KAH30,Oferta,https://dokumenty.analizy.pl/pobierz/fi/KAH30/OF/2022-01-01
0,KAH31,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/KAH31/SP/2022-06-30
0,KAH31,KIID,https://dokumenty.analizy.pl/pobierz/fi/KAH31/KL/2022-02-21
0,KAH31,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/KAH31/PE/2022-08-01
0,KAH31,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/KAH31/RP/2022-06-30
0,KAH31,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/KAH31/KA/2022-09-30
0,KAH31,Oferta,https://dokumenty.analizy.pl/pobierz/fi/KAH31/OF/2022-01-01
0,KAH35,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/KAH35/SP/2022-06-30
0,KAH35,KIID,https://dokumenty.analizy.pl/pobierz/fi/KAH35/KL/2022-02-21
0,KAH35,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/KAH35/PE/2022-08-01
0,KAH35,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/KAH35/RP/2022-06-30
0,KAH35,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/KAH35/KA/2022-09-30
0,KAH35,Oferta,https://dokumenty.analizy.pl/pobierz/fi/KAH35/OF/2022-01-01
0,KAH02,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/KAH02/SP/2022-06-30
0,KAH02,KIID,https://dokumenty.analizy.pl/pobierz/fi/KAH02/KL/2022-02-21
0,KAH02,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/KAH02/PE/2022-08-01
0,KAH02,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/KAH02/RP/2022-06-30
0,KAH02,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/KAH02/KA/2022-09-30
0,KAH02,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/KAH02/TOU/2022-05-27
0,KAH38,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/KAH38/SP/2022-06-30
0,KAH38,KIID,https://dokumenty.analizy.pl/pobierz/fi/KAH38/KL/2022-07-01
0,KAH38,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/KAH38/PE/2022-08-18
0,KAH38,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/KAH38/RP/2022-06-30
0,KAH38,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/KAH38/KA/2022-09-30
0,KAH38,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/KAH38/TOU/2022-05-27
0,KAH37,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/KAH37/SP/2022-06-30
0,KAH37,KIID,https://dokumenty.analizy.pl/pobierz/fi/KAH37/KL/2022-07-01
0,KAH37,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/KAH37/PE/2022-08-18
0,KAH37,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/KAH37/RP/2022-06-30
0,KAH37,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/KAH37/KA/2022-09-30
0,KAH37,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/KAH37/TOU/2022-05-27
0,KAH10,KID,https://dokumenty.analizy.pl/pobierz-kid/fi/KAH10/PRF3/2022-03-02
0,KAH10,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/KAH10/RP/2022-06-30
0,KAH10,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/KAH10/KA/2022-09-30
0,KAH17,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/KAH17/SP/2022-06-30
0,KAH17,KIID,https://dokumenty.analizy.pl/pobierz/fi/KAH17/KL/2022-07-01
0,KAH17,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/KAH17/PE/2022-08-18
0,KAH17,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/KAH17/RP/2022-06-30
0,KAH17,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/KAH17/KA/2022-09-30
0,KAH17,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/KAH17/TOU/2022-05-27
0,KAH32,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/KAH32/SP/2022-06-30
0,KAH32,KIID,https://dokumenty.analizy.pl/pobierz/fi/KAH32/KL/2022-07-01
0,KAH32,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/KAH32/PE/2022-08-18
0,KAH32,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/KAH32/RP/2022-06-30
0,KAH32,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/KAH32/KA/2022-09-30
0,KAH32,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/KAH32/TOU/2022-05-27
0,KAH04,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/KAH04/SP/2022-06-30
0,KAH04,KIID,https://dokumenty.analizy.pl/pobierz/fi/KAH04/KL/2022-02-16
0,KAH04,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/KAH04/PE/2022-08-01
0,KAH04,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/KAH04/RP/2022-06-30
0,KAH04,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/KAH04/KA/2022-09-30
0,KAH04,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/KAH04/TOU/2022-05-27
0,KAH39,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/KAH39/SP/2022-06-30
0,KAH39,KIID,https://dokumenty.analizy.pl/pobierz/fi/KAH39/KL/2022-04-06
0,KAH39,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/KAH39/PE/2022-08-18
0,KAH39,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/KAH39/RP/2022-06-30
0,KAH39,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/KAH39/KA/2022-09-30
0,KAH39,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/KAH39/TOU/2022-05-27
0,KAH22,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/KAH22/SP/2022-06-30
0,KAH22,KIID,https://dokumenty.analizy.pl/pobierz/fi/KAH22/KL/2022-07-01
0,KAH22,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/KAH22/PE/2022-08-18
0,KAH22,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/KAH22/RP/2022-06-30
0,KAH22,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/KAH22/KA/2022-09-30
0,KAH22,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/KAH22/TOU/2022-05-27
0,KAH23,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/KAH23/SP/2022-06-30
0,KAH23,KIID,https://dokumenty.analizy.pl/pobierz/fi/KAH23/KL/2022-02-21
0,KAH23,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/KAH23/PE/2022-08-01
0,KAH23,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/KAH23/RP/2022-06-30
0,KAH23,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/KAH23/KA/2022-09-30
0,KAH23,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/KAH23/TOU/2022-05-27
0,KAH16,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/KAH16/SP/2022-06-30
0,KAH16,KIID,https://dokumenty.analizy.pl/pobierz/fi/KAH16/KL/2022-07-01
0,KAH16,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/KAH16/PE/2022-08-18
0,KAH16,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/KAH16/RP/2022-06-30
0,KAH16,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/KAH16/KA/2022-09-30
0,KAH16,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/KAH16/TOU/2022-05-27
0,KAH36,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/KAH36/SP/2022-06-30
0,KAH36,KIID,https://dokumenty.analizy.pl/pobierz/fi/KAH36/KL/2022-02-21
0,KAH36,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/KAH36/PE/2022-08-01
0,KAH36,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/KAH36/RP/2022-06-30
0,KAH36,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/KAH36/KA/2022-09-30
0,KAH36,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/KAH36/TOU/2022-05-27
0,KAH03,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/KAH03/SP/2022-06-30
0,KAH03,KIID,https://dokumenty.analizy.pl/pobierz/fi/KAH03/KL/2022-02-21
0,KAH03,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/KAH03/PE/2022-08-01
0,KAH03,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/KAH03/RP/2022-06-30
0,KAH03,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/KAH03/KA/2022-09-30
0,KAH03,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/KAH03/TOU/2022-05-27
0,KAH15,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/KAH15/SP/2022-06-30
0,KAH15,KIID,https://dokumenty.analizy.pl/pobierz/fi/KAH15/KL/2022-07-01
0,KAH15,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/KAH15/PE/2022-08-18
0,KAH15,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/KAH15/RP/2022-06-30
0,KAH15,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/KAH15/KA/2022-09-30
0,KAH15,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/KAH15/TOU/2022-05-27
0,KAH05,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/KAH05/SP/2022-06-30
0,KAH05,KIID,https://dokumenty.analizy.pl/pobierz/fi/KAH05/KL/2022-02-21
0,KAH05,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/KAH05/PE/2022-08-01
0,KAH05,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/KAH05/RP/2022-06-30
0,KAH05,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/KAH05/KA/2022-09-30
0,KAH05,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/KAH05/TOU/2022-05-27
0,KAH14,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/KAH14/SP/2022-06-30
0,KAH14,KIID,https://dokumenty.analizy.pl/pobierz/fi/KAH14/KL/2022-07-01
0,KAH14,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/KAH14/PE/2022-08-18
0,KAH14,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/KAH14/RP/2022-06-30
0,KAH14,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/KAH14/KA/2022-09-30
0,KAH14,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/KAH14/TOU/2022-05-27
0,KAH19,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/KAH19/SP/2022-06-30
0,KAH19,KIID,https://dokumenty.analizy.pl/pobierz/fi/KAH19/KL/2022-02-21
0,KAH19,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/KAH19/PE/2022-08-01
0,KAH19,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/KAH19/RP/2022-06-30
0,KAH19,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/KAH19/KA/2022-09-30
0,KAH19,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/KAH19/TOU/2022-05-27
0,INV04,KID,https://dokumenty.analizy.pl/pobierz-kid/fi/INV04/PRF3/2022-05-20
0,INV04,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/INV04/RP/2022-06-30
0,TEM03A,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/TEM03A/SP/2022-09-30
0,TEM03A,KIID,https://dokumenty.analizy.pl/pobierz/fi/TEM03A/KL/2022-08-10
0,TEM03A,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/TEM03/PE/2022-09-06
0,TEM03A,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/TEM03A/RP/2022-06-30
0,TEM03A,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/TEM03A/KA/2022-09-30
0,TEM03A,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/TEM03A/TOU/2021-07-16
0,TEM03,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/TEM03/SP/2022-09-30
0,TEM03,KIID,https://dokumenty.analizy.pl/pobierz/fi/TEM03/KL/2022-07-14
0,TEM03,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/TEM03/PE/2022-09-06
0,TEM03,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/TEM03/RP/2022-06-30
0,TEM03,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/TEM03/KA/2022-09-30
0,TEM03,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/TEM03/TOU/2021-07-16
0,TEM01A,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/TEM01A/SP/2022-09-30
0,TEM01A,KIID,https://dokumenty.analizy.pl/pobierz/fi/TEM01A/KL/2022-02-16
0,TEM01A,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/TEM01/PE/2022-09-06
0,TEM01A,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/TEM01A/RP/2022-06-30
0,TEM01A,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/TEM01A/KA/2022-09-30
0,TEM01A,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/TEM01A/TOU/2021-07-16
0,TEM01,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/TEM01/SP/2022-09-30
0,TEM01,KIID,https://dokumenty.analizy.pl/pobierz/fi/TEM01/KL/2022-02-16
0,TEM01,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/TEM01/PE/2022-09-06
0,TEM01,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/TEM01/RP/2022-06-30
0,TEM01,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/TEM01/KA/2022-09-30
0,TEM01,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/TEM01/TOU/2021-07-16
0,TEM02A,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/TEM02A/SP/2022-09-30
0,TEM02A,KIID,https://dokumenty.analizy.pl/pobierz/fi/TEM02A/KL/2022-02-16
0,TEM02A,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/TEM02/PE/2022-09-06
0,TEM02A,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/TEM02A/RP/2022-06-30
0,TEM02A,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/TEM02A/KA/2022-09-30
0,TEM02A,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/TEM02A/TOU/2021-07-16
0,TEM02,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/TEM02/SP/2022-09-30
0,TEM02,KIID,https://dokumenty.analizy.pl/pobierz/fi/TEM02/KL/2022-02-16
0,TEM02,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/TEM02/PE/2022-09-06
0,TEM02,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/TEM02/RP/2022-06-30
0,TEM02,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/TEM02/KA/2022-09-30
0,TEM02,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/TEM02/TOU/2021-07-16
0,OPN25,KID,https://dokumenty.analizy.pl/pobierz-kid/fi/OPN25/PRF3/2022-05-26
